CFI_number,ICD10_code,description
48,"T367X4D sys used  undet     subs""",ICD10CM-2020
48,"T367X4S sys used  undet     sequela""",ICD10CM-2020
48,T367X5," systemically used"""
48,"T367X5A sys used  init""",ICD10CM-2020
48,"T367X5D sys used  subs""",ICD10CM-2020
48,"T367X5S sys used  sequela""",ICD10CM-2020
48,T367X6," systemically used"""
48,"T367X6A sys used  init""",ICD10CM-2020
48,"T367X6D sys used  subs""",ICD10CM-2020
48,"T367X6S sys used  sequela""",ICD10CM-2020
48,T368,Systemic antibiotics
48,T368X,Systemic antibiotics
48,T368X1," accidental"""
48,"T368X1A accidenta init""",ICD10CM-2020
48,"T368X1D accidenta subs""",ICD10CM-2020
48,"T368X1S accidenta sequela""",ICD10CM-2020
48,T368X2," intentional self-harm"""
48,"T368X2A self-harm init""",ICD10CM-2020
48,"T368X2D self-harm subs""",ICD10CM-2020
48,"T368X2S self-harm sequela""",ICD10CM-2020
48,T368X3," assault"""
48,"T368X3A assault   init encntr""",ICD10CM-2020
48,"T368X3D assault   subs encntr""",ICD10CM-2020
48,"T368X3S assault   sequela""",ICD10CM-2020
48,T368X4," undetermined"""
48,"T368X4A undetermi init""",ICD10CM-2020
48,"T368X4D undetermi subs""",ICD10CM-2020
48,"T368X4S undetermi sequela""",ICD10CM-2020
48,T368X5,Adverse effect of other systemic antibiotics
48,"T368X5A init encntr""",ICD10CM-2020
48,"T368X5D subs encntr""",ICD10CM-2020
48,"T368X5S sequela""",ICD10CM-2020
48,T368X6,Underdosing of other systemic antibiotics
48,"T368X6A initial encounter""",ICD10CM-2020
48,"T368X6D subs encntr""",ICD10CM-2020
48,"T368X6S sequela""",ICD10CM-2020
48,T369,Unsp systemic antibiotic
48,T3691, accidental
48,"T3691XA accidenta init""",ICD10CM-2020
48,"T3691XD accidenta subs""",ICD10CM-2020
48,"T3691XS accidenta sequela""",ICD10CM-2020
48,T3692, intentional self-harm
48,"T3692XA self-harm init""",ICD10CM-2020
48,"T3692XD self-harm subs""",ICD10CM-2020
48,"T3692XS self-harm sequela""",ICD10CM-2020
48,T3693, assault
48,"T3693XA assault   init encntr""",ICD10CM-2020
48,"T3693XD assault   subs encntr""",ICD10CM-2020
48,"T3693XS assault   sequela""",ICD10CM-2020
48,T3694, undetermined
48,"T3694XA undetermi init""",ICD10CM-2020
48,"T3694XD undetermi subs""",ICD10CM-2020
48,"T3694XS undetermi sequela""",ICD10CM-2020
48,T3695,Adverse effect of unspecified systemic antibiotic
48,"T3695XA init encntr""",ICD10CM-2020
48,"T3695XD subs encntr""",ICD10CM-2020
48,"T3695XS sequela""",ICD10CM-2020
48,T3696,Underdosing of unspecified systemic antibiotic
48,"T3696XA init encntr""",ICD10CM-2020
48,"T3696XD subs encntr""",ICD10CM-2020
48,"T3696XS sequela""",ICD10CM-2020
48,T37,Other systemic anti-infectives and antiparasitics
48,T370,Sulfonamides
48,T370X,Sulfonamides
48,T370X1," accidental (unintentional)"""
48,"T370X1A accidenta init""",ICD10CM-2020
48,"T370X1D accidenta subs""",ICD10CM-2020
48,"T370X1S accidenta sequela""",ICD10CM-2020
48,T370X2," intentional self-harm"""
48,"T370X2A intention init""",ICD10CM-2020
48,"T370X2D intention subs""",ICD10CM-2020
48,"T370X2S intention sequela""",ICD10CM-2020
48,T370X3," assault"""
48,"T370X3A assault   initial encounter""",ICD10CM-2020
48,"T370X3D assault   subsequent encounter""",ICD10CM-2020
48,"T370X3S assault   sequela""",ICD10CM-2020
48,T370X4," undetermined"""
48,"T370X4A undetermi initial encounter""",ICD10CM-2020
48,"T370X4D undetermi subs encntr""",ICD10CM-2020
48,"T370X4S undetermi sequela""",ICD10CM-2020
48,T370X5,Adverse effect of sulfonamides
48,"T370X5A initial encounter""",ICD10CM-2020
48,"T370X5D subsequent encounter""",ICD10CM-2020
48,"T370X5S sequela""",ICD10CM-2020
48,T370X6,Underdosing of sulfonamides
48,"T370X6A initial encounter""",ICD10CM-2020
48,"T370X6D subsequent encounter""",ICD10CM-2020
48,"T370X6S sequela""",ICD10CM-2020
48,T371,Antimycobacterial drugs
48,T371X,Antimycobacterial drugs
48,T371X1," accidental (unintentional)"""
48,"T371X1A accidenta init""",ICD10CM-2020
48,"T371X1D accidenta subs""",ICD10CM-2020
48,"T371X1S accidenta sequela""",ICD10CM-2020
48,T371X2," intentional self-harm"""
48,"T371X2A self-harm init""",ICD10CM-2020
48,"T371X2D self-harm subs""",ICD10CM-2020
48,"T371X2S self-harm sequela""",ICD10CM-2020
48,T371X3," assault"""
48,"T371X3A assault   init encntr""",ICD10CM-2020
48,"T371X3D assault   subs encntr""",ICD10CM-2020
48,"T371X3S assault   sequela""",ICD10CM-2020
48,T371X4," undetermined"""
48,"T371X4A undetermi init""",ICD10CM-2020
48,"T371X4D undetermi subs""",ICD10CM-2020
48,"T371X4S undetermi sequela""",ICD10CM-2020
48,T371X5,Adverse effect of antimycobacterial drugs
48,"T371X5A initial encounter""",ICD10CM-2020
48,"T371X5D subs encntr""",ICD10CM-2020
48,"T371X5S sequela""",ICD10CM-2020
48,T371X6,Underdosing of antimycobacterial drugs
48,"T371X6A initial encounter""",ICD10CM-2020
48,"T371X6D subsequent encounter""",ICD10CM-2020
48,"T371X6S sequela""",ICD10CM-2020
48,T372,Antimalarials and drugs acting on bld protzoa
48,T372X,Antimalarials and drugs acting on bld protzoa
48,T372X1," acc"""
48,"T372X1A acc       init""",ICD10CM-2020
48,"T372X1D acc       subs""",ICD10CM-2020
48,"T372X1S acc       sqla""",ICD10CM-2020
48,T372X2," self-harm"""
48,"T372X2A slf-hrm   init""",ICD10CM-2020
48,"T372X2D slf-hrm   subs""",ICD10CM-2020
48,"T372X2S slf-hrm   sqla""",ICD10CM-2020
48,T372X3," assault"""
48,"T372X3A asslt     init""",ICD10CM-2020
48,"T372X3D asslt     subs""",ICD10CM-2020
48,"T372X3S asslt     sqla""",ICD10CM-2020
48,T372X4," undet"""
48,"T372X4A undet     init""",ICD10CM-2020
48,"T372X4D undet     subs""",ICD10CM-2020
48,"T372X4S undet     sqla""",ICD10CM-2020
48,T372X5,Adverse effect of antimalari/drugs acting on bld protzoa
48,"T372X5A init""",ICD10CM-2020
48,"T372X5D subs""",ICD10CM-2020
48,"T372X5S sqla""",ICD10CM-2020
48,T372X6,Underdosing of antimalarials and drugs acting on bld protzoa
48,"T372X6A init""",ICD10CM-2020
48,"T372X6D subs""",ICD10CM-2020
48,"T372X6S sequela""",ICD10CM-2020
48,T373,Antiprotozoal drugs
48,T373X,Antiprotozoal drugs
48,T373X1," accidental"""
48,"T373X1A accidenta init""",ICD10CM-2020
48,"T373X1D accidenta subs""",ICD10CM-2020
48,"T373X1S accidenta sequela""",ICD10CM-2020
48,T373X2," intentional self-harm"""
48,"T373X2A self-harm init""",ICD10CM-2020
48,"T373X2D self-harm subs""",ICD10CM-2020
48,"T373X2S self-harm sequela""",ICD10CM-2020
48,T373X3," assault"""
48,"T373X3A assault   init encntr""",ICD10CM-2020
48,"T373X3D assault   subs encntr""",ICD10CM-2020
48,"T373X3S assault   sequela""",ICD10CM-2020
48,T373X4," undetermined"""
48,"T373X4A undetermi init""",ICD10CM-2020
48,"T373X4D undetermi subs""",ICD10CM-2020
48,"T373X4S undetermi sequela""",ICD10CM-2020
48,T373X5,Adverse effect of other antiprotozoal drugs
48,"T373X5A init encntr""",ICD10CM-2020
48,"T373X5D subs encntr""",ICD10CM-2020
48,"T373X5S sequela""",ICD10CM-2020
48,T373X6,Underdosing of other antiprotozoal drugs
48,"T373X6A initial encounter""",ICD10CM-2020
48,"T373X6D subs encntr""",ICD10CM-2020
48,"T373X6S sequela""",ICD10CM-2020
48,T374,Anthelminthics
48,T374X,Anthelminthics
48,T374X1," accidental (unintentional)"""
48,"T374X1A accidenta init""",ICD10CM-2020
48,"T374X1D accidenta subs""",ICD10CM-2020
48,"T374X1S accidenta sequela""",ICD10CM-2020
48,T374X2," intentional self-harm"""
48,"T374X2A intention init""",ICD10CM-2020
48,"T374X2D intention subs""",ICD10CM-2020
48,"T374X2S intention sequela""",ICD10CM-2020
48,T374X3," assault"""
48,"T374X3A assault   initial encounter""",ICD10CM-2020
48,"T374X3D assault   subsequent encounter""",ICD10CM-2020
48,"T374X3S assault   sequela""",ICD10CM-2020
48,T374X4," undetermined"""
48,"T374X4A undetermi initial encounter""",ICD10CM-2020
48,"T374X4D undetermi subs encntr""",ICD10CM-2020
48,"T374X4S undetermi sequela""",ICD10CM-2020
48,T374X5,Adverse effect of anthelminthics
48,"T374X5A initial encounter""",ICD10CM-2020
48,"T374X5D subsequent encounter""",ICD10CM-2020
48,"T374X5S sequela""",ICD10CM-2020
48,T374X6,Underdosing of anthelminthics
48,"T374X6A initial encounter""",ICD10CM-2020
48,"T374X6D subsequent encounter""",ICD10CM-2020
48,"T374X6S sequela""",ICD10CM-2020
48,T375,Antiviral drugs
48,T375X,Antiviral drugs
48,T375X1," accidental (unintentional)"""
48,"T375X1A accidenta init""",ICD10CM-2020
48,"T375X1D accidenta subs""",ICD10CM-2020
48,"T375X1S accidenta sequela""",ICD10CM-2020
48,T375X2," intentional self-harm"""
48,"T375X2A intention init""",ICD10CM-2020
48,"T375X2D intention subs""",ICD10CM-2020
48,"T375X2S intention sequela""",ICD10CM-2020
48,T375X3," assault"""
48,"T375X3A assault   initial encounter""",ICD10CM-2020
48,"T375X3D assault   subsequent encounter""",ICD10CM-2020
48,"T375X3S assault   sequela""",ICD10CM-2020
48,T375X4," undetermined"""
48,"T375X4A undetermi init encntr""",ICD10CM-2020
48,"T375X4D undetermi subs encntr""",ICD10CM-2020
48,"T375X4S undetermi sequela""",ICD10CM-2020
48,T375X5,Adverse effect of antiviral drugs
48,"T375X5A initial encounter""",ICD10CM-2020
48,"T375X5D subsequent encounter""",ICD10CM-2020
48,"T375X5S sequela""",ICD10CM-2020
48,T375X6,Underdosing of antiviral drugs
48,"T375X6A initial encounter""",ICD10CM-2020
48,"T375X6D subsequent encounter""",ICD10CM-2020
48,"T375X6S sequela""",ICD10CM-2020
48,T378,Systemic anti-infectives and antiparasitics
48,T378X,Systemic anti-infectives and antiparasitics
48,T378X1," accidental"""
48,"T378X1A acc       init""",ICD10CM-2020
48,"T378X1D acc       subs""",ICD10CM-2020
48,"T378X1S acc       sequela""",ICD10CM-2020
48,T378X2," self-harm"""
48,"T378X2A self-harm init""",ICD10CM-2020
48,"T378X2D self-harm subs""",ICD10CM-2020
48,"T378X2S slf-hrm   sequela""",ICD10CM-2020
48,T378X3," assault"""
48,"T378X3A assault   init""",ICD10CM-2020
48,"T378X3D assault   subs""",ICD10CM-2020
48,"T378X3S assault   sequela""",ICD10CM-2020
48,T378X4," undetermined"""
48,"T378X4A undet     init""",ICD10CM-2020
48,"T378X4D undet     subs""",ICD10CM-2020
48,"T378X4S undet     sequela""",ICD10CM-2020
48,T378X5,Adverse effect of systemic anti-infect/parasit
48,"T378X5A init""",ICD10CM-2020
48,"T378X5D subs""",ICD10CM-2020
48,"T378X5S sequela""",ICD10CM-2020
48,T378X6,Underdosing of systemic anti-infectives and antiparasitics
48,"T378X6A init""",ICD10CM-2020
48,"T378X6D subs""",ICD10CM-2020
48,"T378X6S sequela""",ICD10CM-2020
48,T379,Unsp systemic anti-infective and antiparasitics
48,T3791, acc
48,"T3791XA acc       init""",ICD10CM-2020
48,"T3791XD acc       subs""",ICD10CM-2020
48,"T3791XS acc       sequela""",ICD10CM-2020
48,T3792, slf-hrm
48,"T3792XA slf-hrm   init""",ICD10CM-2020
48,"T3792XD slf-hrm   subs""",ICD10CM-2020
48,"T3792XS slf-hrm   sqla""",ICD10CM-2020
48,T3793, assault
48,"T3793XA assault   init""",ICD10CM-2020
48,"T3793XD assault   subs""",ICD10CM-2020
48,"T3793XS asslt     sqla""",ICD10CM-2020
48,T3794, undet
48,"T3794XA undet     init""",ICD10CM-2020
48,"T3794XD undet     subs""",ICD10CM-2020
48,"T3794XS undet     sqla""",ICD10CM-2020
48,T3795,Adverse effect of unsp sys anti-infect and antiparasitic
48,"T3795XA init""",ICD10CM-2020
48,"T3795XD subs""",ICD10CM-2020
48,"T3795XS sqla""",ICD10CM-2020
48,T3796,Underdosing of unsp systemic anti-infect/parasit
48,"T3796XA init""",ICD10CM-2020
48,"T3796XD subs""",ICD10CM-2020
48,"T3796XS sequela""",ICD10CM-2020
48,T38,Ho NEC
48,T380,Glucocorticoids and synthetic analogues
48,T380X,Glucocorticoids and synthetic analogues
48,T380X1," accidental"""
48,"T380X1A accidenta init""",ICD10CM-2020
48,"T380X1D accidenta subs""",ICD10CM-2020
48,"T380X1S accidenta sequela""",ICD10CM-2020
48,T380X2," intentional self-harm"""
48,"T380X2A self-harm init""",ICD10CM-2020
48,"T380X2D self-harm subs""",ICD10CM-2020
48,"T380X2S self-harm sequela""",ICD10CM-2020
48,T380X3," assault"""
48,"T380X3A assault   init""",ICD10CM-2020
48,"T380X3D assault   subs""",ICD10CM-2020
48,"T380X3S assault   sequela""",ICD10CM-2020
48,T380X4," undetermined"""
48,"T380X4A undetermi init""",ICD10CM-2020
48,"T380X4D undetermi subs""",ICD10CM-2020
48,"T380X4S undetermi sequela""",ICD10CM-2020
48,T380X5,Adverse effect of glucocorticoids and synthetic analogues
48,"T380X5A init""",ICD10CM-2020
48,"T380X5D subs""",ICD10CM-2020
48,"T380X5S sequela""",ICD10CM-2020
48,T380X6,Underdosing of glucocorticoids and synthetic analogues
48,"T380X6A init""",ICD10CM-2020
48,"T380X6D subs""",ICD10CM-2020
48,"T380X6S sequela""",ICD10CM-2020
48,T381,Thyroid hormones and substitutes
48,T381X,Thyroid hormones and substitutes
48,T381X1," accidental"""
48,"T381X1A accidenta init""",ICD10CM-2020
48,"T381X1D accidenta subs""",ICD10CM-2020
48,"T381X1S accidenta sequela""",ICD10CM-2020
48,T381X2," self-harm"""
48,"T381X2A self-harm init""",ICD10CM-2020
48,"T381X2D self-harm subs""",ICD10CM-2020
48,"T381X2S self-harm sequela""",ICD10CM-2020
48,T381X3," assault"""
48,"T381X3A assault   init""",ICD10CM-2020
48,"T381X3D assault   subs""",ICD10CM-2020
48,"T381X3S assault   sequela""",ICD10CM-2020
48,T381X4," undetermined"""
48,"T381X4A undet     init""",ICD10CM-2020
48,"T381X4D undet     subs""",ICD10CM-2020
48,"T381X4S undet     sequela""",ICD10CM-2020
48,T381X5,Adverse effect of thyroid hormones and substitutes
48,"T381X5A init""",ICD10CM-2020
48,"T381X5D subs""",ICD10CM-2020
48,"T381X5S sequela""",ICD10CM-2020
48,T381X6,Underdosing of thyroid hormones and substitutes
48,"T381X6A init encntr""",ICD10CM-2020
48,"T381X6D subs encntr""",ICD10CM-2020
48,"T381X6S sequela""",ICD10CM-2020
48,T382,Antithyroid drugs
48,T382X,Antithyroid drugs
48,T382X1," accidental (unintentional)"""
48,"T382X1A accidenta init""",ICD10CM-2020
48,"T382X1D accidenta subs""",ICD10CM-2020
48,"T382X1S accidenta sequela""",ICD10CM-2020
48,T382X2," intentional self-harm"""
48,"T382X2A intention init""",ICD10CM-2020
48,"T382X2D intention subs""",ICD10CM-2020
48,"T382X2S self-harm sequela""",ICD10CM-2020
48,T382X3," assault"""
48,"T382X3A assault   initial encounter""",ICD10CM-2020
48,"T382X3D assault   subs encntr""",ICD10CM-2020
48,"T382X3S assault   sequela""",ICD10CM-2020
48,T382X4," undetermined"""
48,"T382X4A undetermi init encntr""",ICD10CM-2020
48,"T382X4D undetermi subs encntr""",ICD10CM-2020
48,"T382X4S undetermi sequela""",ICD10CM-2020
48,T382X5,Adverse effect of antithyroid drugs
48,"T382X5A initial encounter""",ICD10CM-2020
48,"T382X5D subsequent encounter""",ICD10CM-2020
48,"T382X5S sequela""",ICD10CM-2020
48,T382X6,Underdosing of antithyroid drugs
48,"T382X6A initial encounter""",ICD10CM-2020
48,"T382X6D subsequent encounter""",ICD10CM-2020
48,"T382X6S sequela""",ICD10CM-2020
48,T383,Insulin and oral hypoglycemic drugs
48,T383X,Insulin and oral hypoglycemic drugs
48,T383X1," acc"""
48,"T383X1A acc       init""",ICD10CM-2020
48,"T383X1D acc       subs""",ICD10CM-2020
48,"T383X1S acc       sequela""",ICD10CM-2020
48,T383X2," self-harm"""
48,"T383X2A slf-hrm   init""",ICD10CM-2020
48,"T383X2D slf-hrm   subs""",ICD10CM-2020
48,"T383X2S slf-hrm   sqla""",ICD10CM-2020
48,T383X3," assault"""
48,"T383X3A assault   init""",ICD10CM-2020
48,"T383X3D assault   subs""",ICD10CM-2020
48,"T383X3S asslt     sequela""",ICD10CM-2020
48,T383X4," undet"""
48,"T383X4A undet     init""",ICD10CM-2020
48,"T383X4D undet     subs""",ICD10CM-2020
48,"T383X4S undet     sequela""",ICD10CM-2020
48,T383X5,Adverse effect of insulin and oral hypoglycemic drugs
48,"T383X5A init""",ICD10CM-2020
48,"T383X5D subs""",ICD10CM-2020
48,"T383X5S sequela""",ICD10CM-2020
48,T383X6,Underdosing of insulin and oral hypoglycemic drugs
48,"T383X6A init""",ICD10CM-2020
48,"T383X6D subs""",ICD10CM-2020
48,"T383X6S sequela""",ICD10CM-2020
48,T384,Oral contraceptives
48,T384X,Oral contraceptives
48,T384X1," accidental (unintentional)"""
48,"T384X1A accidenta init""",ICD10CM-2020
48,"T384X1D accidenta subs""",ICD10CM-2020
48,"T384X1S accidenta sequela""",ICD10CM-2020
48,T384X2," intentional self-harm"""
48,"T384X2A self-harm init""",ICD10CM-2020
48,"T384X2D self-harm subs""",ICD10CM-2020
48,"T384X2S self-harm sequela""",ICD10CM-2020
48,T384X3," assault"""
48,"T384X3A assault   initial encounter""",ICD10CM-2020
48,"T384X3D assault   subs encntr""",ICD10CM-2020
48,"T384X3S assault   sequela""",ICD10CM-2020
48,T384X4," undetermined"""
48,"T384X4A undetermi init encntr""",ICD10CM-2020
48,"T384X4D undetermi subs encntr""",ICD10CM-2020
48,"T384X4S undetermi sequela""",ICD10CM-2020
48,T384X5,Adverse effect of oral contraceptives
48,"T384X5A initial encounter""",ICD10CM-2020
48,"T384X5D subsequent encounter""",ICD10CM-2020
48,"T384X5S sequela""",ICD10CM-2020
48,T384X6,Underdosing of oral contraceptives
48,"T384X6A initial encounter""",ICD10CM-2020
48,"T384X6D subsequent encounter""",ICD10CM-2020
48,"T384X6S sequela""",ICD10CM-2020
48,T385,Estrogens and progestogens
48,T385X,Estrogens and progestogens
48,T385X1," accidental"""
48,"T385X1A accidenta init""",ICD10CM-2020
48,"T385X1D accidenta subs""",ICD10CM-2020
48,"T385X1S acc       sequela""",ICD10CM-2020
48,T385X2," self-harm"""
48,"T385X2A self-harm init""",ICD10CM-2020
48,"T385X2D self-harm subs""",ICD10CM-2020
48,"T385X2S self-harm sequela""",ICD10CM-2020
48,T385X3," assault"""
48,"T385X3A assault   init""",ICD10CM-2020
48,"T385X3D assault   subs""",ICD10CM-2020
48,"T385X3S assault   sequela""",ICD10CM-2020
48,T385X4," undetermined"""
48,"T385X4A undetermi init""",ICD10CM-2020
48,"T385X4D undetermi subs""",ICD10CM-2020
48,"T385X4S undet     sequela""",ICD10CM-2020
48,T385X5,Adverse effect of other estrogens and progestogens
48,"T385X5A init""",ICD10CM-2020
48,"T385X5D subs""",ICD10CM-2020
48,"T385X5S sequela""",ICD10CM-2020
48,T385X6,Underdosing of other estrogens and progestogens
48,"T385X6A init encntr""",ICD10CM-2020
48,"T385X6D subs encntr""",ICD10CM-2020
48,"T385X6S sequela""",ICD10CM-2020
48,T386,A not elsewhere classified
48,T386X, not elsewhere classified
48,T386X1," NEC       acc"""
